Longitude,Latitude,Utilities,Construction,Manufacturing,Transportation and warehousing,Educational services,Health care and social assistance,Accommodation and food services,Other services except public administration,Public administration,"Agriculture forestry fishing hunting, Mining quarrying and oil and gas extraction",Wholesale trade Retail trade,"Finance and insurance, real estate and rental and leasing",Professional scientific and technical services,Information culture and recreation,Population,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow Grnd Last Day (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),provincename,Region.Name,GeoUID,Station Name,Climate ID
-102.26957559681696,49.16384615384616,23.084580011645013,67.7334714805721,140.26557300264827,52.92895194038244,64.25881237681202,82.95397849533568,27.587960423582313,23.957039821051232,135.0875844477383,129.02633224481133,99.29539026018205,161.84025447730096,93.03835608808845,37.796260595247624,32444.811320754718,4.004244031830239,-1.3832891246684351,1.2856763925729442,10.014323607427055,-7.951989389920425,84.9082228116711,10.66790450928382,110.41989389920425,2.352785145888594,0.47480106100795755,1.323607427055703,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.26957559681696,49.16384615384616,22.835119047284234,67.46594388116432,142.67481290865442,54.153268709716805,64.03099781607177,83.02860011415956,28.119962322922966,23.848699316200126,134.6139261112171,130.47529221599407,100.30313473556681,162.30792729517557,93.87447681932042,38.068103966994755,32444.811320754718,-0.3705570291777189,-7.427851458885942,-3.8920424403183023,9.409018567639256,-21.432625994694963,76.88779840848807,28.545888594164456,116.415649867374,9.676392572944296,0.3952254641909814,1.4111405835543767,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.26957559681696,49.16384615384616,22.71743352753085,68.8621469037456,143.97349061771055,52.60871963022581,64.10274490878659,82.32157929723256,28.406538351405974,23.881594164541223,133.53988827190685,134.39107814750173,100.60311120539876,164.19147170832625,92.86837105251118,38.93777532588168,32444.811320754718,-2.7005305039787797,-10.699734748010611,-6.729177718832892,7.1037135278514585,-21.987267904509284,65.0286472148541,41.96710875331565,116.1763925729443,17.371352785145888,0.4005305039787798,1.2281167108753315,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.26957559681696,49.16384615384616,22.30151370684183,68.64738053803295,144.33202119461083,53.30718748883575,63.976001419129645,82.93704827742954,28.35738678507802,24.11594551714085,134.9688626850417,132.69579669239465,102.18703364221571,163.36788350657721,94.82546256971035,39.66406967433242,32444.811320754718,1.2588859416445624,-7.308753315649867,-3.0413793103448272,8.145888594164456,-16.377188328912467,67.87612732095491,23.603448275862068,101.44111405835544,20.09549071618037,0.3819628647214854,1.3076923076923077,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.26957559681696,49.16384615384616,22.757508211492663,68.43345019428023,144.31199557320502,52.47403061068179,61.97653013280106,81.98713589304279,28.360511123433945,24.177730034590315,135.40212438934316,131.4629017811877,102.20755140809047,164.6871512829694,95.80246648559006,39.54292994760171,32444.811320754718,4.058885941644562,-4.644827586206897,-0.2888594164456233,13.958090185676392,-14.23183023872679,39.83660477453581,23.00689655172414,68.59575596816975,14.371352785145888,0.3050397877984085,1.2917771883289124,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.3087598944591,49.17540897097625,22.721623341793226,68.18266657455737,145.22884236088055,52.925892657345074,63.71858590801696,83.24312603334825,28.630210351971645,24.284952069314997,134.65563415389298,128.19465182960144,101.29643890097852,163.9608640876109,96.05258521490467,39.990928629042436,32272.82841823056,10.294459102902374,0.014248021108179416,5.151187335092348,19.06358839050132,-5.3646437994722955,35.2131926121372,5.148284960422163,42.97994722955145,4.477572559366755,0.49868073878627966,1.2849604221635884,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.3087598944591,49.17540897097625,21.960655848519053,69.21968982676317,144.50840722353593,53.53379308526535,64.26508434616062,82.80728773150123,28.22982167535411,24.588914558912457,133.93961793982817,133.1813181401644,101.41549009548311,166.5244661643023,96.7935440211197,39.88159975210037,32272.82841823056,15.638258575197888,4.624538258575198,10.11820580474934,25.559366754617415,-1.408179419525066,56.10158311345646,2.099472295514512,62.91635883905013,3.055408970976253,0.5118733509234829,1.3377308707124012,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.3087598944591,49.17540897097625,22.133072984404095,69.53290457845513,148.2036133659084,53.99954563364688,64.49515715737704,83.36709870397195,28.102047182738556,24.60712103465484,135.49232029156605,130.92092225599814,101.3034905293477,165.7612740347746,97.63732918409082,39.85499444323976,32272.82841823056,18.933509234828495,8.72348284960422,13.775989445910291,26.46965699208443,2.593139841688654,78.23377308707124,0.05910290237467018,84.56781002638523,1.2269129287598945,0.47757255936675463,1.0527704485488127,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.3087598944591,49.17540897097625,22.828646340754048,69.94945742671615,147.06786821688507,53.90991153418113,64.31852684421507,82.97358586733827,28.063350109567846,24.68942106892751,134.84614381272877,133.4943208195568,101.80438402262192,166.78023276944762,97.67290841802391,40.574974572551675,32272.82841823056,20.956728232189974,10.407651715039577,15.627704485488126,27.162532981530344,5.492084432717678,68.28970976253298,0.002638522427440633,73.22902374670184,0.0,0.5224274406332454,1.2058047493403694,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.3087598944591,49.17540897097625,21.965995154225062,70.40217740727729,150.07153370682974,53.39246405241469,63.37458619353865,82.45450639802382,28.029170876420896,24.382213391120555,133.28935778081038,133.42429804926903,102.15408596403739,166.50447255876276,98.10814001021197,40.40136117496685,32272.82841823056,20.94089709762533,10.272559366754617,15.578100263852244,26.906596306068604,4.8680738786279685,57.482849604221634,0.013192612137203167,61.71029023746702,0.005277044854881266,0.45118733509234826,1.1398416886543536,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.3087598944591,49.17540897097625,22.39940813289452,71.94698986038236,151.6250839884518,54.6053306016853,65.07138645470434,83.17151030474118,28.42614284605018,24.94822285555022,135.62905369067977,135.02558169582971,102.84547424230136,168.70287782936578,98.84421142165986,40.142404540831805,32272.82841823056,17.417414248021107,6.503166226912929,11.941952506596307,25.177044854881267,-0.14248021108179418,68.19287598944591,0.4744063324538258,72.54538258575198,0.0,0.44591029023746703,1.2902374670184698,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.31497368421053,49.17871052631579,22.503547434311354,71.87784028300256,151.50543476918907,55.14882009042386,64.98398239230025,83.63922689196286,28.578704804593887,25.017373718640165,135.63478997981372,137.26849427845335,102.82606933327538,168.3011486480444,99.81934507792661,40.33471638274623,32189.141711229946,10.388157894736842,1.2713157894736842,5.821315789473684,17.242631578947368,-4.378157894736842,73.6921052631579,2.35578947368421,84.27315789473684,0.15263157894736842,0.45526315789473687,1.4526315789473685,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.31497368421053,49.17871052631579,21.711658333650757,72.61184568078646,154.03814336386736,54.9873900306525,65.73061143897517,83.94638236059869,28.492504571310498,25.166351825084774,137.68176409216602,133.9265286065894,105.01405843762089,168.37482008823645,101.18270047866926,39.95184533917363,32189.141711229946,5.947105263157895,-1.0173684210526317,2.455263157894737,14.621052631578948,-8.705,84.47473684210527,11.448947368421054,106.70736842105264,1.8421052631578947,0.39210526315789473,1.3263157894736841,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.31497368421053,49.17871052631579,22.224127909572335,74.42850624007582,158.43264063062875,55.24428075142703,65.37501876873307,84.12264009264885,28.134245541117863,25.26303193492783,137.60973323547682,135.704999396881,105.13812716935331,168.27819744219522,102.53600962897474,40.53720966233522,32189.141711229946,1.3307894736842105,-5.649736842105264,-2.164473684210526,9.744736842105263,-16.476578947368424,63.78710526315789,19.74105263157895,92.03210526315789,7.35,0.4342105263157895,1.3578947368421053,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.31497368421053,49.17871052631579,23.802019825657617,74.73029138765432,158.5220858518591,54.741807655898576,64.58402629381874,85.06014784995917,28.365996352223036,25.178746962069788,138.74642156894134,131.2727866578955,105.99356185425981,170.00058157515096,103.2918544648082,40.93242071471983,32189.141711229946,-3.3573684210526316,-11.626052631578947,-7.5005263157894735,5.949473684210527,-21.465263157894736,35.11657894736842,36.87921052631579,76.47368421052632,16.373684210526317,0.45,1.3447368421052632,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.31497368421053,49.17871052631579,23.89611257359447,74.56076602419311,157.87304111889156,55.57579673023956,64.46296557430308,85.22483278572271,28.26299809063734,25.34078080119177,138.55934369188267,131.13919517503047,106.21037407134456,170.7631566923937,103.62474650298678,41.27340389877264,32189.141711229946,0.4965789473684211,-8.911315789473685,-4.222631578947368,9.326842105263157,-19.44157894736842,25.599736842105262,20.842368421052633,50.674473684210525,12.06842105263158,0.3447368421052632,0.85,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.31497368421053,49.17871052631579,22.750993167107033,73.75693380295083,161.54376284319764,56.70354367038922,65.98227697008788,85.6310929315019,28.491728984774166,25.34377519394625,138.32125102516224,130.14555005064793,107.99845992386557,171.2452462287146,104.20843745961342,42.073673632241515,32189.141711229946,5.691315789473684,-2.951842105263158,1.3594736842105264,13.783684210526316,-12.316052631578948,47.35131578947368,13.46921052631579,66.94473684210526,6.328947368421052,0.39473684210526316,1.2736842105263158,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.27724409448818,49.18664041994751,22.661348795391795,73.76350660182666,160.50355354202048,54.916108497268034,64.02425242605162,85.75955831794222,28.468813508847703,25.250102280521464,138.65905497184482,131.78719064269438,107.49202186971637,171.35526996925975,104.49618642486591,42.47112784996278,32121.269333333334,9.683989501312336,-0.19816272965879264,4.759580052493439,18.379002624671916,-7.415485564304462,49.45223097112861,13.590551181102363,67.37900262467193,1.2283464566929134,0.33070866141732286,1.041994750656168,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.27724409448818,49.18664041994751,22.702634849666477,73.34098886028312,163.37212618291153,56.19510134327814,64.42864939951293,86.2428700702731,28.879732616520915,25.27485144991072,139.46485798216628,132.91908568494955,107.74439727864335,171.24182068149676,105.25558644968774,42.008672780399884,32121.269333333334,14.71207349081365,4.439107611548557,9.5753280839895,22.235958005249344,-1.558530183727034,76.3241469816273,1.6118110236220473,87.03359580052494,0.5564304461942258,0.3438320209973753,1.0498687664041995,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.27724409448818,49.18664041994751,22.83902751004663,72.58232807104025,164.4685764516054,56.217228150196384,64.8239570862508,86.10606697401798,28.762668161824724,25.369039004722243,140.72249293806655,135.26811986232138,108.8058071104089,171.98649675439472,105.94538654572672,42.2701968354248,32121.269333333334,18.339370078740156,8.123097112860892,13.244094488188976,25.833333333333332,2.0963254593175855,80.36745406824147,0.007874015748031496,87.96036745406825,0.0,0.35958005249343833,0.9868766404199475,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.27724409448818,49.18664041994751,23.151952433475294,73.39170570467859,163.43961032963136,55.925993219097386,63.61712731284381,85.97802640344149,29.29127773236757,25.39229177069111,140.50588711407772,131.67915782459946,109.91221252462744,171.75403247192614,106.42802956886533,42.58876920208799,32121.269333333334,21.151968503937006,10.595800524934383,15.874803149606299,26.650918635170605,5.396587926509186,65.60734908136483,0.005249343832020997,71.85695538057743,0.0,0.3333333333333333,0.8976377952755905,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.27724409448818,49.18664041994751,23.167905834002887,73.4849752936485,165.6553656866118,57.47099517184621,63.025374842569846,86.10865370703151,29.125123086051403,25.92152468246612,143.1321834621864,132.58984123855973,109.97215877278272,173.69365870401427,106.83727471327474,43.10275593205588,32121.269333333334,20.554593175853018,9.941732283464567,15.253805774278215,26.368241469816272,4.097375328083989,57.597375328083984,0.0,61.14015748031496,0.0,0.4225721784776903,0.963254593175853,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.27724409448818,49.18664041994751,22.211253470673043,74.68714321455599,166.2463028228654,57.78224407583388,65.50287956331844,85.74711075753534,29.484930417815463,25.766410385536787,140.8855740291742,129.48478329342439,110.85980266576544,173.27636212569755,106.98039266540614,43.34865521109698,32121.269333333334,16.27191601049869,6.245931758530183,11.269553805774278,24.15721784776903,-1.7656167979002626,65.36902887139107,0.24461942257217847,71.93543307086614,0.0,0.4120734908136483,0.952755905511811,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.62021017018078,75.01527622334585,167.54018155638272,57.64065637277472,65.23577399277983,86.39180167872227,30.144467921129625,26.085292835247557,140.99822630423324,133.72001486051957,110.57611739422076,174.15153572757356,108.15798027233872,43.823300499470356,32207.045454545456,11.215263157894737,1.9578947368421054,6.580263157894737,19.073684210526316,-4.616052631578947,55.208157894736836,3.7728947368421055,65.93368421052631,0.4473684210526316,0.35,1.055263157894737,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.61144470757896,74.97873077450225,167.58037439988024,57.87921180849876,65.19933994760854,86.30644380480847,29.924831394273788,26.190143876761297,138.77007494854357,135.64177977568636,110.65084081937961,174.51774141354613,107.77348087248487,44.132379863489106,32207.045454545456,3.427894736842105,-3.2968421052631576,0.06473684210526313,11.658947368421051,-12.438157894736841,52.34526315789474,10.709736842105263,67.82815789473685,2.5736842105263156,0.39473684210526316,0.9973684210526316,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,23.795982309085023,75.20907932295036,165.44325855327614,57.45586229216678,65.36829496359695,86.49981199718914,29.898698813919655,26.32888058045646,140.41681313809104,136.24649601223763,110.89176023104865,176.3324346719916,107.83920132108597,44.041347318715886,32207.045454545456,-4.020789473684211,-11.482894736842105,-7.763947368421053,6.402105263157895,-22.10684210526316,35.497368421052634,42.09263157894737,81.94947368421053,14.786842105263158,0.3605263157894737,1.394736842105263,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.56257097610916,75.98022615371278,161.79219652128052,58.889880502734556,65.3543021359547,86.77273641913658,29.972217267849715,26.56951887428233,141.58762698099144,131.10990596906515,111.4753265730424,177.48317510712246,109.3175241806542,44.3521372732472,32207.045454545456,-0.40657894736842104,-8.355263157894736,-4.390526315789474,5.266578947368421,-16.925,35.11105263157894,20.560263157894735,61.26052631578948,18.78421052631579,0.45789473684210524,1.2578947368421052,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,22.440003143348328,77.11633045069571,160.63287429605415,58.16201457646283,65.3644433552663,86.32752531421926,30.267107406403476,26.821251545594997,140.45262511016472,136.09966724987575,110.79818307086278,176.40229580416582,109.50015880356065,44.46509478399118,32207.045454545456,-1.9960526315789473,-11.528157894736841,-6.775789473684211,7.231842105263158,-20.36973684210526,20.305526315789475,21.89184210526316,45.358421052631584,20.178947368421053,0.49736842105263157,1.2868421052631578,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,22.58685889649087,78.60277461526856,159.4208879968415,59.18664255379514,65.84490046630714,87.2477058686395,30.515363937358504,26.499807256667854,139.0339965375849,134.2654285872468,111.63082827761568,177.59996876102738,109.9902341537628,44.97853065758412,32207.045454545456,3.7607894736842105,-5.253684210526316,-0.7452631578947368,10.723157894736843,-15.233421052631579,35.26842105263158,23.288684210526316,64.54473684210527,19.23421052631579,0.48157894736842105,1.2894736842105263,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,22.081399582771102,77.4771983687791,158.1386187228791,57.854672892461544,65.12869674819663,86.91524083118841,29.60485775791552,26.865918010884265,142.03407669263228,137.1244140643884,111.44766504629351,178.97154395258244,109.65667313900327,44.52173944632995,32207.045454545456,10.060526315789474,-0.2505263157894737,4.9068421052631574,21.037894736842105,-6.527105263157895,37.38078947368421,5.754736842105264,48.85552631578947,0.9815789473684211,0.4,1.1578947368421053,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.81413873535968,78.40779515584282,159.3963626275669,57.644849030966306,64.97641863146451,87.63989666197493,29.545256122761412,27.024459843335244,143.82387258800375,136.77597470294978,112.09817556650901,179.35142556917623,108.74085862459016,44.932025293635675,32207.045454545456,16.40736842105263,5.1421052631578945,10.789736842105263,24.978157894736842,-1.0721052631578947,56.89842105263158,0.596578947368421,62.97894736842105,0.0,0.37894736842105264,1.1526315789473685,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.648183254573382,78.45840919833786,158.0443143851633,56.906402223724086,65.12751213261102,88.0358428692113,29.204107762253678,26.895096793925138,142.95000077812844,134.42219633407143,113.62598188305118,178.61065979960793,109.19062610017093,44.98813558182134,32207.045454545456,18.988684210526316,8.64842105263158,13.82157894736842,26.243157894736843,2.8478947368421053,63.099736842105266,0.019473684210526317,69.8321052631579,0.0,0.28421052631578947,1.063157894736842,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.26421545415682,80.5654487373039,158.17865147161115,57.361590352842015,64.2235532425185,87.7307262993356,29.245461209825173,27.17861626167929,143.2444967580906,133.4373160428358,113.36639554136417,179.98636582965858,109.3327161318046,45.651181633642445,32207.045454545456,21.441315789473684,10.590789473684211,15.986842105263158,27.87973684210526,5.533947368421053,59.05184210526316,0.0,62.45263157894737,0.0,0.5,1.1552631578947368,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,22.008838447604873,79.26201936297761,155.74597748121937,57.25360704274011,63.646816960091854,87.66538718213447,29.098117487084178,27.026575451277907,145.9796961678677,134.89532221696632,113.78506695757724,179.44341000543417,108.76559832016282,45.30043276250736,32207.045454545456,22.957105263157896,10.846052631578948,16.858947368421052,29.53342105263158,5.5142105263157895,64.26315789473684,0.0,70.86315789473684,0.0,0.4,1.3342105263157895,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.12570118369941,79.47955945160457,153.1432273129985,56.60825947103242,64.9209712296261,87.26909656160845,27.93090722745096,27.620563272048106,144.88609464245013,136.01669275580784,112.51478262456804,179.25828945406903,107.82039035841785,45.53603965041535,32207.045454545456,17.953684210526315,7.109473684210526,12.504473684210526,25.691315789473688,1.3271052631578948,55.26157894736843,0.007368421052631579,60.15526315789474,0.0,0.42105263157894735,1.2973684210526315,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.54316335940445,79.32178641715696,152.79788970997342,56.04032500435811,64.69023528405411,87.10488677622818,28.496486392808972,27.417280525239573,145.65499294812778,136.05132319750211,113.08300779671676,181.4648026624201,107.55095410463122,45.72105121815546,32207.045454545456,10.594473684210527,1.8844736842105263,6.258947368421053,19.402105263157896,-5.255,84.62394736842104,3.816578947368421,100.3271052631579,0.31842105263157894,0.45789473684210524,1.5078947368421052,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20268421052631,49.17318421052632,21.638453074216553,80.34243659319085,154.31106108696747,57.3450144122281,64.90625626806087,87.46639797293082,28.866785804595448,27.593585290799194,145.51259116279678,135.60748606328013,114.70904801860615,182.02783216051463,108.19376059353175,46.20842497165782,32207.045454545456,6.018421052631579,-1.0689473684210526,2.4865789473684208,14.101315789473684,-10.002894736842105,80.71026315789474,12.087631578947368,102.43578947368421,4.286842105263158,0.35526315789473684,1.0921052631578947,British Columbia,Greater Vancouver A (RDA),5915020,ENTRANCE ISLAND,709CEE9
-102.20446194225723,49.197034120734905,21.434783516622392,80.62775405097182,150.28006426489245,55.89761355809606,65.29553536743896,87.6395139450246,29.538166681948553,27.755540732467235,148.94670608112915,133.44685630779142,115.4871781651602,184.51083231068927,108.40493832475237,47.1130842206778,32118.906666666666,0.04986876640419948,-7.003149606299212,-3.4818897637795274,9.203149606299213,-15.173490813648295,54.88215223097112,25.46981627296588,90.44619422572178,10.299212598425196,0.4094488188976378,1.110236220472441,British Columbia,Yellowhead County (MD),4814003,ENTRANCE ISLAND,709CEE9
-102.20446194225723,49.197034120734905,22.22179218685105,81.84318557888707,156.70745939678426,56.71121952631034,65.79194596839707,88.38765827569162,29.341536871180836,28.240898968681087,148.07273067482544,130.72457398087755,117.62617720744427,185.5082467902156,109.92854123270298,46.99549995475053,32118.906666666666,-1.231758530183727,-8.464304461942257,-4.860104986876641,7.610236220472441,-20.33517060367454,45.05695538057743,29.21968503937008,82.59055118110236,13.763779527559056,0.36220472440944884,0.7926509186351706,British Columbia,Yellowhead County (MD),4814003,ENTRANCE ISLAND,709CEE9
